Account ID,Account Name,Restaurant Street,Restaurant City/Suburb,Restaurant Postcode,Restaurant State,Country,Own Website
0019000001GsAui,Asian Fusion Licenced Restaurant & Takeaway - Papamoa Beach,"18 Gravatt Road, Papamoa beach",Papamoa,,NZ,New Zealand,asianfusion.co.nz
0019000001GsAuj,House of India - Otumoetai Tauranga,263 Otumoetai rd,Tauranga,,NZ,New Zealand,houseofindia.co.nz
0019000001GsAul,Shivas Curry House/ Top Taste Chicken & Chips - Glendene,4343 Great North Road,Glendene,,NZ,New Zealand,shivascurryhouse.co.nz
0019000001GsAum,Covo Pasta Pizza Bar - Carlaw Park - Parnell,"15 Nicholls Lane, Carlaw Park",Parnell,,NZ,New Zealand,covoparnell.co.nz
0019000001GsAun,India Today New Plymouth,Valley Mega Centre - Rifle Range Road,New Plymouth,,NZ,New Zealand,indiatoday.co.nz
0019000001GsAuo,G2G Cafe - Bombay Snacks and Curries_ - New Lynn,3102 Great North Road,New Lynn,,NZ,New Zealand,
0019000001GsAup,"Desi Dhamaal Indo Chinese, Fijian and Indian Cuisine","1, 330 Great North rd",Henderson,,NZ,New Zealand,desidhamaal.co.nz
0019000001GsAuq,Spicy Mama's Pizza & Fiji Style Indian - Papatoetoe,368 Great South Road,Papatoetoe,,NZ,New Zealand,spicymamaspizza.co.nz
0019000001GsAx9,Curry to Go Newlands,"8, McMillan Court",Newlands,,NZ,New Zealand,currytogonewlands.co.nz
0019000001GsAxA,Masala - Mt Eden Online Specials (Mon-Wed Only),510 Mt Eden Road,Mt Eden,,NZ,New Zealand,masalarestaurant.co.nz
0019000001GsAxB,Armazem Restaurant & Bar,305 Maunganui rd,Mount Maunganui - BAY,,NZ,New Zealand,armazem.co.nz
0019000001GsAxC,Bollywood Stars Tandoori Restaurant - Hastings,102 Heretaunga East st,Hastings CBD,,NZ,New Zealand,bollywoodrestaurant.co.nz
0019000001GsAxD,Uncle & Tuk Tuk Thai Belmont,155 Lake rd,Belmont - AUCK,,NZ,New Zealand,unclentuktuk.co.nz
0019000001GsAxE,Bolliwood Indian Takeaways & Deliveries - Howick,26 Uxbridge rd,Howick,,NZ,New Zealand,bolliwood.co.nz
0019000001GsAxF,Andrea Ristorante Italiano - Mission Bay,97  Tamaki  drv,Mission Bay,,NZ,New Zealand,andrea.co.nz
0019000001GsAxG,India Garden Authentic Indian Cuisine - Dunedin CBD,10 Hanover st,Dunedin CBD,,NZ,New Zealand,indiagardendunedin.co.nz
0019000001GsAxH,Seafood Plus - Chinese & European Takeaways,60 B Park Rd,Miramar,6022,NZ,New Zealand,seafoodplus.co.nz
0019000001GsAxI,Crown Indian Takeaways & Deliveries,121 The pde,Island Bay,,NZ,New Zealand,crownindian.co.nz
0019000001GsB1J,New Inn Pizza Deliveries,117 Beach rd,Auckland CBD,,NZ,New Zealand,newinnpizza.co.nz
0019000001GsB1K,Go Bartender Beer & Wine Home Delivery,"A, 10 West Quay",Ahuriri,4110,NZ,New Zealand,gobartender.co.nz
0019000001GsB1L,Curry Village Indian Cuisine - Meadowbank,"11, 35 St Johns Road",Meadowbank,,NZ,New Zealand,curryvillageindiancuisine.co.nz
0019000001GsB1M,Bikanervala Indian Sweets & Snacks - Queen St. Auckland CBD,"19/368 Queen Street, Queens  Foodcourt",Auckland CBD / Auckland,1010,NZ,New Zealand,bikanervala.co.nz
0019000001GsB1N,Namaste Kitchen - Taste of Indian & Tandoori Cuisine - Silverdale Hamilton,11/120 Cnr. of Nevada Road &  Silverdale rd,Silverdale - HML,,NZ,New Zealand,IndianTakeaway.co.nz
0019000001GsB1O,Namaste Kitchen - Taste of Indian & Tandoori Cuisine - Raglan,31 Bow st,Raglan,,NZ,New Zealand,IndianTakeaway.co.nz
0019000001GsB1P,Mountain Kebabs - Ahuriri,"9, Bridge Street (Opp Post Office)",Ahuriri,4110,NZ,New Zealand,mountainkebabs.co.nz
0019000001GsB1Q,"Indian Palace Restaurant, Takeaway & Deliveries",29 Carlyle st,Napier,,NZ,New Zealand,indianpalace.co.nz
0019000001GsB1R,Kiwi 'n Kurry Indian & Fish n Chips,A/603 Heretaunga Street East,St Leonards,,NZ,New Zealand,kiwinkurry.co.nz
0019000001GsB1S,Flavour of India Restaurant & Takeaways - Marewa - Napier,132 Kennedy st,Marewa,4110,NZ,New Zealand,flavourofindia.co.nz
0019000001GsAom,Amazing Thai - Paihia,78-94 Marsden Rd,Paihia,,NZ,New Zealand,amazingthiapaihia.co.nz
0019000001GsAon,"SAB Sweets, Snacks & Indian Cuisine",166 Great South Rd,Manurewa,,NZ,New Zealand,
0019000001GsAoo,"Airborne Chinese Takeways, Fish & Chips _ Rosedale","26, 14 Airborne Rd",Albany,632,NZ,New Zealand,airbornechinese.co.nz
0019000001GsAop,Bolliwood Indian Takeaways & Deliveries - Takapuna,17 Huron Rd,Takapuna,,NZ,New Zealand,bolliwood.co.nz
0019000001GsAoq,Kebabs on Queen - Auckland CBD - Customs Street,45 Custom Street (Next to Showgirls),Auckland CBD,,NZ,New Zealand,kebabsonqueen.co.nz
0019000001GsAor,Best Kebabs & Burgers - Takapuna,345 Lake rd,Takapuna,,NZ,New Zealand,
0019000001GsAos,Country Fried Chicken - Auckland CBD,51 Customs Street,Auckland CBD,,NZ,New Zealand,
0019000001GsAot,KP's Sri Lankan Takeway,237 Balmoral Rd,Sandringham,,NZ,New Zealand,kpssrilankancuisine.co.nz
0019000001GsAur,Swadesh Indian Cuisine - Mt Roskill,74 Carr Road,Mt Roskill,1041,NZ,New Zealand,swadeshindian.co.nz
0019000001GsAus,"Milanos Pizza, Chicken & Curries _ Papatoetoe",154 Great South Road,Papatoetoe,,NZ,New Zealand,milanospizza.co.nz
0019000001GsAut,Ginger Indian Cuisine - Howick,14 Moore Street,Howick,,NZ,New Zealand,gingerindian.co.nz
0019000001GsAuu,Spices Indian Cuisine & Takeaway - Hamilton,260 Peachgrove Road,Hamilton East,,NZ,New Zealand,spices5x.co.nz
0019000001GsAuv,BSC Indian Sweets & Takeaways - Melville Hamilton,1 Normandy Avenue,Melville,,NZ,New Zealand,bscindiansweetsandtakeaways.co.nz
0019000001GsAuw,Fusion Pizza Deliveries,"A, 433 Grey Street",Hamilton East,,NZ,New Zealand,fusionthepizzabar.co.nz
0019000001GsAux,Little Turkish Cafe Takeaways & Deliveries - Auckland CBD,217 Karangahape Road,Auckland CBD,,NZ,New Zealand,littleturkishcafe.com
0019000001GsAuy,Raja's Indian Restaurant & Bar - Golflands,"9, 309 Botany Road",Golflands,,NZ,New Zealand,rajas.co.nz
0019000001GsAuz,Milanos Pizza & Portuguese Chicken Takeaway and Delivery - Manukau,"5, 726 Great South Road",Manukau,,NZ,New Zealand,milanospizza.co.nz
0019000001GsAv0,Shamiana Indian Cuisine - Manukau Supa Centre,72 Cavendish Drive,Manukau,,NZ,New Zealand,shamianaindian.co.nz
0019000001GsAxJ,India Garden Authentic Indian Cuisine - Cromwell,61  The Mall,Cromwell,,NZ,New Zealand,indiagardencromwell.co.nz
0019000001GsAxK,Bukhara Indian Grill - New Lynn,3088 Great North rd,New Lynn,,NZ,New Zealand,bukharaindiangrill.co.nz
0019000001GsAxL,Thai Smile 2 - Mt Albert,50 Richardson rd,Mt Albert,,NZ,New Zealand,smilethai2.co.nz
0019000001GsAxM,Taste Cafe - Avondale,"B, 1 Crayford Street West",Avondale Auckland,,NZ,New Zealand,tastecafecatering.co.nz
0019000001GsAxN,Bukhara Indian Grill - Xpress Lunch,3088 Great North Road,New Lynn,,NZ,New Zealand,bukharaindiangrill.co.nz
0019000001GsAxO,Taste Catering - Avondale,"B, 1 Crayford Street West",Avondale Auckland,,NZ,New Zealand,tastecafecatering.co.nz
0019000001GsAxP,Thai Smile 2 Catering,50 Richardson Road,Mt Albert,,NZ,New Zealand,
0019000001GsAxQ,Ace Caterers - House of Biryani,6 Avondale rd,Avondale Auckland,,NZ,New Zealand,acebiryani.co.nz
0019000001GsAxR,Aastana Indian Takeaways & Deliveries,C/260 Swanson rd,Henderson,,NZ,New Zealand,aastanaindiantakeaways.co.nz
0019000001GsAxS,Simply Thai Takeaway & Delivery - Newmarket,36 Remuera rd,Newmarket,,NZ,New Zealand,simplythai.co.nz
0019000001GsAxT,Afghan Breads & Cuisine,135 Blockhouse Bay rd,Blockhouse Bay,600,NZ,New Zealand,
0019000001GsB1T,Namaskar Indian Restaurant & Takeaways,10 Joll Road,Havelock North,,NZ,New Zealand,namaskar.co.nz
0019000001GsB1U,Desi Tadka Indian Cuisine to Desi Tadka 100% Vegetarian,253 Symonds Street,Eden Terrace,,NZ,New Zealand,desitadka.co.nz
0019000001GsB1V,Meat Deliveries - North Shore,6 Inverness Road,Browns Bay,,NZ,New Zealand,meatdelivery.co.nz
0019000001GsB1W,Indique Restaurant (Online $10.00 Specials),18 Birkenhead Avenue,Birkenhead,626,NZ,New Zealand,indique.co.nz
0019000001GsB1X,Indian Palace Dosa & Indo Chinese (Mon - Wed),29 Carlyle st,Napier,,NZ,New Zealand,indianpalace.co.nz
0019000001GsB1Y,Tokhi Green Tea,260 Swanson Road,Henderson,,NZ,New Zealand,
0019000001GsB1Z,Shor Bazaar Online Specials (Mon - Wed Only),"B, 574 Hillsborough Road",Lyfield,,NZ,New Zealand,shorbazaar.co.nz
0019000001GsB1a,Govinda 100% Vegetarian Restaurant & Takeaways - Panmure,11 Pleasnat View rd,Panmure,,NZ,New Zealand,govindarestaurant.co.nz
0019000001GsB1b,Popsies Indian Restaurant Cafe & Bar,41 Kakahoroa drv,Whakatane,,NZ,New Zealand,PopsiesIndian.co.nz
0019000001GsB1c,Cantina Mexican - Newmarket,"153-185 Rialto Centre,  Broadway",Newmarket,,NZ,New Zealand,cantinamexican.co.nz
0019000001GsB1d,Esquires Coffee House - Mercer,"Mercer Service Centre, State Highway 1",Mercer,,NZ,New Zealand,esquiresmercer.co.nz
0019000001GsAou,Raviz Indian - Takeaways & Deliveries,"11, 15 Karepiro Drive",Whangaparaoa,,NZ,New Zealand,raviz.co.nz
0019000001GsAov,Nandos - Glenfield,"B, 31 Link Drive",Glenfield,,NZ,New Zealand,nandos.co.nz
0019000001GsAow,Akbar Durbar Biryani Catering - Auckland CBD,51-61 Hobson St,Auckland CBD,,NZ,New Zealand,akbardarbar.co.nz
0019000001GsAox,Star Fire Cafe - Albany,42 Tawa Drive,Albany,,NZ,New Zealand,starfirecafe.co.nz
0019000001GsAoy,Ali Babab Kebab - New Lynn,"E, 309 Great South Rd",New Lynn,,NZ,New Zealand,alibabakebabs.co.nz
0019000001GsAoz,Hillsborough European Takeaways - Hillsborough,"B, 161 Hillsborough Rd",Hillsborough,,NZ,New Zealand,hillsboroughtakeaway.co.nz
0019000001GsAp0,The Curry Village - Hillsborough,161 Hillsborough rd,Hillsborough,,NZ,New Zealand,thecurryvillage.co.nz
0019000001GsAp1,Lee Hong BBQ - Otahuhu,76 Atkinson Avenue,Otahuhu,,NZ,New Zealand,leehongchinesebbq.co.nz
0019000001GsAp2,Lee Hong BBQ Auckland,184 Karangahape Rd,Newton,,NZ,New Zealand,leehongchinesebbq.co.nz
0019000001GsAp3,Bian Sushi & Donburi - Takapuna,33-45 Hurstmere Rd,Takapuna,622,NZ,New Zealand,BIANSUSHI.CO.NZ
0019000001GsAp4,Bian Sushi & Donburi - Grafton,183 Symonds St,Auckland CBD,,NZ,New Zealand,biansushi.co.nz
0019000001GsAv1,Shamiana Indian Cuisine Restaurant & Takeaways - Mount Maunganui,17 Girven Road(Bayfair Shopping Centre),Mount Maunganui - BAY,,NZ,New Zealand,shamiana-indian.co.nz
0019000001GsAv2,Eastern Delights Restaurant & Takeaway - Papatoetoe,"2, 194 Cnr Great South Road & Charles Street",Papatoetoe,,NZ,New Zealand,easterndelights.co.nz
0019000001GsAv3,Eastern Delights Malaysian & Ceylon Cuisine - Papatoetoe,"2, 194 Cnr Great South Road & Charles Street",Papatoetoe,,NZ,New Zealand,
0019000001GsAv4,Fiji Curry House - Otahuhu,14 Station Road,Otahuhu,1062,NZ,New Zealand,fijicurryhouse.co.nz
0019000001GsAv5,Smart India Indian Restaurant & Takeaways - Te Puke,8 Palmer Place,Te Puke,,NZ,New Zealand,smartindia.co.nz
0019000001GsAv6,Settebello Pizzeria Italiana - New Lynn,"3, 1 Rata Street",New Lynn,,NZ,New Zealand,settebello.co.nz
0019000001GsAv7,Athenia in Roma - Milford,7 Milford  rd,Milford,,NZ,New Zealand,atheniainroma.com
0019000001GsAv8,Indian Pepper - Panmure,48 Queens rd,Panmure,,NZ,New Zealand,indianpepper.co.nz
0019000001GsAv9,Mekong Neua II Thai Restaurant - New Lynn,4 Todd ave,New Lynn,,NZ,New Zealand,mekongneuani.co.nz
0019000001GsAvA,Oporto Fresh Grilled Chicken & Burgers,72 Cavindish Drive - (Manukau Supa Centre),Manukau,,NZ,New Zealand,oporto.co.nz
0019000001GsAxU,Hungry Hopes Indian Cuisine - Beachlands,Corner of Wakelin Road & Third View Avenue,Beachlands,,NZ,New Zealand,hungryhopes.co.nz
0019000001GsAxV,Indian Indulgence - Palmerston North,63 George Street,Palmerston North CBD,,NZ,New Zealand,indianindulgence.co.nz
0019000001GsAxW,Kati Grill,41 May rd,Mt Roskill,,NZ,New Zealand,katigrill.co.nz
0019000001GsAxX,My Kitchen Taiwanese Restaurant & Takeaways,"E12, 119 Meadowland Dr, Howick, Auckland",Howick / Auckland,2016,NZ,New Zealand,my-kitchen.co.nz
0019000001GsAxY,Poppy Thai - (Cafe Court Dining) Riccarton Mall Christchurch,"247, 133 Level Two  Westfield Riccarton, Riccarton Road",Riccarton,,NZ,New Zealand,poppythai.co.nz
0019000001GsAxZ,Poppy Thai - Richmond,288 Queen st,Richmond,,NZ,New Zealand,poppythai.co.nz
0019000001GsAxa,Poppy Thai - Blenheim,31 Scott st,Blenheim Central,,NZ,New Zealand,poppythai.co.nz
0019000001GsAxc,Shamiana Cuisines of India (Food Court) Botany Town Centre - Botany,"Store 14, 588 Chapel Road (Botany Town Centre)",Botany Downs,,NZ,New Zealand,shamiana-indian.co.nz
0019000001GsAxd,Shamiana Cuisines of India (Food Court) Shore City - Takapuna,Anzac Street (Shore City Shopping Centre),Takapuna,,NZ,New Zealand,shamiana-indian.co.nz
0019000001GsB1e,Esquires Coffee Catering,"Mercer Service Centre, State Highway 1",Mercer,,NZ,New Zealand,esquiresmercer.co.nz
0019000001GsB1f,India Garden - Oamaru,52 Thames Street,Oamaru,,NZ,New Zealand,indiagardenoamaru.co.nz
0019000001GsB1g,Tasty Indian Cuisine - Bethlehem,"K3, Bethlehem Road, Nethlehem Town Centre",Bethlehem,,NZ,New Zealand,
0019000001GsB1h,Royal India Authentic Indian Restaurant Bar & Takeaway - Ashburton,110 Tancred st,Ashburton - Ashburton,,NZ,New Zealand,royalindia.co.nz
0019000001GsB1i,Milanos Pizza & Portuguese Chicken - Takeaway & Delivery,1278 Dominion Road,Mt Roskill,,NZ,New Zealand,milanospizza.co.nz
0019000001GsB1j,Taj of India Takeaways & Deliveries,110 Tancred Street,Ashburton - Ashburton,7700,NZ,New Zealand,tajofindia.net.nz
0019000001GsB1k,Curry Leaf - Pukekohe,49 Edinburgh st,Pukekohe,2120,NZ,New Zealand,curryleafpukekohe.co.nz
0019000001GsB1l,Curry Hut Indian Restaurant & Bar,20 Wharf Street,Tauranga,3110,NZ,New Zealand,curryhutindian.co.nz
0019000001GsB1m,Jewel of India - Mission Bay (Under New Management),"3, 33 Tamaki Drive",Mission Bay,,NZ,New Zealand,jewelofindiarestaurant.co.nz
0019000001GsB1n,Mad 4 Pizza - Takeaway & Delivery,241 Kamo Road,Kamo,,NZ,New Zealand,mad4pizza.co.nz
0019000001GsB1o,Malaysia Delights,479 Papanui Road (Next to KFC),Papanui,,NZ,New Zealand,MalaysiaDelights.co.nz
0019000001GsAp5,"Masala Indian Restaurant, Takeaways & Deliveries - Birkenhead",190 Hinemoa St,Birkenhead,,NZ,New Zealand,masalarestaurants.co.nz
0019000001GsAp6,"Masala Indian Restaurant, Takeaways & Deliveries - Papakura",84 Great South rd,Papakura,,NZ,New Zealand,masalarestaurants.co.nz
0019000001GsAp7,"Masala Indian Restaurant, Takeaways & Deliveries - Pukekohe",237 King St,Pukekohe,,NZ,New Zealand,masalarestaursnts.co.nz
0019000001GsAp8,"Masala Indian Restaurant, Takeaways & Deliveries - Titirangi",400 Titirangi Rd,Titirangi,604,NZ,New Zealand,masalarestaurants.co.nz
0019000001GsAp9,"Masala Indian Restaurant, Takeaways & Deliveries - Stanmore Bay",195 Brightside Rd,Stanmore Bay,,NZ,New Zealand,masalarestaurants.co.nz
0019000001GsApA,"Masala Indian Restaurant, Takeaways & Deliveries - Takapuna",178 Hurstmere Rd,Takapuna,,NZ,New Zealand,masalarestaurants.co.nz
0019000001GsApB,Nite Spice Xpress - Papatoetoe,9 Shirley Rd,Papatoetoe,,NZ,New Zealand,nitespicexpress.co.nz
0019000001GsApC,Toby's Pizzeria - Takeaways & Deliveries - Titirangi,120 Park Avenue,Titirangi,,NZ,New Zealand,tobyspizzeria.co.nz
0019000001GsApD,"Masala ""Catering for All Occasions"" - Mission Bay",97 Tamaki Drive,Mission Bay,1071,NZ,New Zealand,masalacatering.co.nz
0019000001GsApE,Ruang Thong Thai 6 - Thai Cuisine Mt Roskill,212 White Swan Rd,Mt Roskill,,NZ,New Zealand,ruangthongthai.co.nz
0019000001GsAvB,Venice Italian Restaurant - Milford,91 Kitchener Road,Milford,,NZ,New Zealand,veniceitalianrestaurant.co.nz
0019000001GsAvC,Jashan Indian Cuisine - Royal Oak,"557 Mount Albert Road, Royal Oak",Auckland,1023,NZ,New Zealand,Jashan.co.nz
0019000001GsAvD,Taj Indian Bistro - Epsom,1 Manukau Road,Epsom,,NZ,New Zealand,tajbistro.co.nz
0019000001GsAvE,Buon Venuti Italian Pizzeria Restaurant & Takeaway - Papakura,10 Broadway,Papakura,,NZ,New Zealand,buonvenutiitalian.co.nz
0019000001GsAvF,Xotic 100% Vegetarian Indian Cuisine & Sweets - Mt Albert,245 Mt Albert Rd,Mt Albert,,NZ,New Zealand,
0019000001GsAvG,Simply Spice Finest Indian Cuisine - Hendersdon,"1, 264 Swanson rd",Henderson,610,NZ,New Zealand,simplyspice.co.nz
0019000001GsAvH,German Delights Crazy Chicken - Mount Maunganui,322 Maunganui Road,Mount Maunganui - BAY,,NZ,New Zealand,crazychicken.co.nz
0019000001GsAvI,Sierra Cafe - Tauranga,525 Cameron Road,Tauranga,,NZ,New Zealand,sierracafetauranga.co.nz
0019000001GsAvJ,Novelty Sweets & Snacks - Tauranga,314 Cameron rd,Tauranga,,NZ,New Zealand,noveltyindiansweets.co.nz
0019000001GsAvK,Amazing Thai Takeaways & Deliveries - Rotorua,1246 Fenton Street,Rotorua,,NZ,New Zealand,amazingthai.co.nz
0019000001GsAxe,Bolliwood Indian Restaurant - Howick (Lunch Only),26 Uxbridge Road,Howick,,NZ,New Zealand,bolliwood.co.nz
0019000001GsAxf,Bolliwood Indian Restaurant - Browns Bay (Lunch Only),8 Anzac Road,Browns Bay,,NZ,New Zealand,bolliwood.co.nz
0019000001GsAxg,Bolliwood Restaurant - Ponsonby (Lunch Only),110 Ponsonby Road,Ponsonby,,NZ,New Zealand,bolliwood.co.nz
0019000001GsAxh,Lunch @ Bolliwood,350 Hibiscus Coast Highway,Orewa,,NZ,New Zealand,bolliwood.co.nz
0019000001GsAxi,Bolliwood Restaurant - Takapuna (Lunch Only),286 Blockhouse Bay Road,Takapuna,,NZ,New Zealand,bolliwood.co.nz
0019000001GsAxj,Toto Pizza By The Metre - Takeaway & Delivery,53  Nelson st,Auckland CBD,,NZ,New Zealand,pizzabythemetre.co.nz
0019000001GsAxk,Otto Woo Asian Fusion Takeaway & Delivery - Takapuna,8 Huron st,Takapuna,,NZ,New Zealand,otto-woo.com
0019000001GsAxl,"Jzaac Pizza, Indian & Fijian Cuisine - Papatoetoe",162 Great South rd,Papatoetoe,,NZ,New Zealand,jzaacwoodfiredpizza.co.nz
0019000001GsAxm,Shamiana Cuisines of India (Food Court) Northlands Mall - Papanui,555 Main North rd,Papanui,,NZ,New Zealand,shamiana-indian.co.nz
0019000001GsAxn,Spice Traders Indian Cuisine (Food Court) Sylvia Park - Mt Wellington,286 Food Court (Mt Wellington Highway) Sylvia Park Shopping cntr,Mt Wellington,,NZ,New Zealand,spicetraders.co.nz
0019000001GsB1p,Red Sea Cafe - 100% Halal,217 Riddiford Street,Newtown,,NZ,New Zealand,redseacafe.co.nz
0019000001GsB1q,House of Spice Restaurant & Bar - Bethlehem,"K3, Bethlehem Town Centre",Bethlehem - Tauranga,,NZ,New Zealand,houseofspicerestaurant.co.nz
0019000001GsB1r,Tiger Chinese Restaurant Takeaways & Deliveries,11 Holland Street,Te Aro,,NZ,New Zealand,tigerrestaurant.co.nz
0019000001GsB1s,The Meeting Tree Ethiopian Restaurant & Takeaway,"6, 100 Tory Street",Te Aro,,NZ,New Zealand,ethiopiancuisine.co.nz
0019000001GsB1t,"Afrika Restaurant, Bar & Takeaway",18 Cambridge Terrace,Wellington CBD,,NZ,New Zealand,afrika.co.nz
0019000001GsB1u,"Spice Route Indian Restaurant, Takeaways & Deliveries","A, 15 York Street",Russell,,NZ,New Zealand,spicerouteindian.co.nz
0019000001GsB1v,Tandoori Chambers - Waihi,22 Haszard street,Waihi - WAI,,NZ,New Zealand,tandoorichambers.co.nz
0019000001GsB1w,"Viva Mexico Restaurant, Bar & Takeaway - Newtown",161 Riddiford Street,Newtown,,NZ,New Zealand,vivamexico.co.nz
0019000001GsB1x,"Viva Mexico Restaurant, Bar & Takeaway - Leftbank",210 Left Bank,Te Aro,,NZ,New Zealand,vivamexico.co.nz
0019000001GsB1y,Mt Everest Kitchen - Blockhouse Bay,571 Blockhouse Bay Road,Blockhouse Bay,,NZ,New Zealand,mteverestkitchen.co.nz
0019000001GsB1z,Paasha Pizzeria - Wood-Fired Italian Pizza,"Shop 6, 245 King st",Pukekohe,,NZ,New Zealand,paashapizza.co.nz
0019000001GsApF,Art Thai - Birkenhead,30 BIRKENHEAD AVENUE,Birkenhead,626,NZ,New Zealand,artthairestaurantauckland.co.nz
0019000001GsApG,Tokhi Turkish Kebabs & Pizza,"Shop G, 260 Swanson Road",Swanson / Aukland,610,NZ,New Zealand,tokhihalalkebabs.co.nz
0019000001GsApH,Ruang Thong Thai 4 - Thai Cuisine Henderson,"2A, 254 Lincoln Rd",Henderson Valley,,NZ,New Zealand,ruangthongthai.co.nz
0019000001GsApI,Ruang Thong Thai 1 - Thai Cuisine Auckland Central,"1, 23-31  Mecury Land",Auckland CBD,,NZ,New Zealand,ruangthongthai.co.nz
0019000001GsApJ,Select Pizza - Flat Bush,"8, 130 Dawson Rd",Flat Bush,,NZ,New Zealand,selectpizza.co.nz
0019000001GsApK,Select Pizza - Mangere,6 Sanvill Drive,Mangere,,NZ,New Zealand,selectpizza.co.nz
0019000001GsApL,"Masala ""Catering for All Occasions"" - Takapuna",178 Hurstmeme Road,Takapuna,,NZ,New Zealand,masalacatering.co.nz
0019000001GsApM,"Masala ""Catering for all Occasions"" - Pukekohe",237 King Street,Pukekohe,,NZ,New Zealand,masalarestaursnts.co.nz
0019000001GsApN,Ruang Thong Thai 3 - Thai Cuisine Te Atatu,"A, 2 Roberts Rd",Te Atatu,,NZ,New Zealand,ruangthongthai.co.nz
0019000001GsApO,Ruang Thong Thai 5 - Thai Cuisine Mt Wellington,"2, 9-12 Harris Rd",Mt Wellington,,NZ,New Zealand,
0019000001GsApP,Select Pizza Home Delivery - Papatoetoe,Corner Great South Rd & St George St,Papatoetoe,,NZ,New Zealand,selectpizza.co.nz
0019000001GsAvL,Dehli Chilli Takeaways - Sandringham,689 Sandringham Road Extension,Sandringham,,NZ,New Zealand,delhichilli.co.nz
0019000001GsAvM,North Indian Sweets & Snacks - Manurewa,"4, 205 Great South Road",Manurewa,,NZ,New Zealand,northindian.co.nz
0019000001GsAvN,Indian Taj - Your Home of Hyderabadi Biryani,"7, 16 Lambie Drive",Manukau,,NZ,New Zealand,indiantajcuisine.co.nz
0019000001GsAvO,Royal Cuisine Takeaways & Restaurant - Royal Oak,"A, 115 Symond Street",Royal Oak,,NZ,New Zealand,royalcuisinetakeaways.co.nz
0019000001GsAvP,Moshims Restaurant & Takeaways - Mt Roskill,64 Stoddard Road,Mt Roskill,,NZ,New Zealand,moshimsindian.co.nz
0019000001GsAvQ,Salt & Pepper Indian - Papakura,34 Broadway Road,Papakura,,NZ,New Zealand,saltandpepperindian.co.nz
0019000001GsAvR,Lovely India - Rotorua,1123 Tutanekai st,Rotorua,,NZ,New Zealand,lovelyindiatakeaways.co.nz
0019000001GsAvS,Tandoori Palace - Rotorua,1152 Tutanekai st,Rotorua,,NZ,New Zealand,tandooripalacerotorua.co.nz
0019000001GsAvT,Heaven's Woodfire Pizza - Waikanae,State Highway 1,Waikanae,,NZ,New Zealand,heavenswoodfirepizza.co.nz
0019000001GsAvU,Taste of Kathmandu Dunedin North,50 Dundas Street,Dunedin North,,NZ,New Zealand,tasteofkathmandu.co.nz
0019000001GsAvV,Spice Station - Papatoetoe,"6, 153 Wyllie rd",Papatoetoe,,NZ,New Zealand,angithicaterers.co.nz
0019000001GsAxo,Shamiana Cuisines of India (Food Court) Westfield Riccarton - Riccarton,"Store 108, 129 Level 1 - Westfield Riccarton Shopping Mall (Division Street) - Riccarton Road Entrance",Riccarton,,NZ,New Zealand,shamiana-indian.co.nz
0019000001GsAxp,Shamiana Cuisines of India (Cafe Court Dining) Westfield Riccarton - Riccarton,Westfield Riccarton 129 Riccarton Road,Riccarton,8041,NZ,New Zealand,shamiana-indian.co.nz
0019000001GsAxq,"7 Siri Srilankan Cuisine ""Taste of Srilanka""",580 Sandringham rd,Sandringham,,NZ,New Zealand,7siri.oc.nz
0019000001GsAxr,Burger Mechanics Gourmet Burgers - Auckland CBD,Downtown Shopping Centre,Auckland CBD,,NZ,New Zealand,burgermechanics.co.nz
0019000001GsAxs,Oporto Restaurant and Catering - Manukau,72 Cavendish Drive - (Manukau Supa Centre),Manukau,,NZ,New Zealand,oporto.co.nz
0019000001GsAxt,Simply Curry - Glenfield,25 Porana rd,Glenfield,,NZ,New Zealand,simplycurry.co.nz
0019000001GsAxu,Tiffin Indian Cuisine - Kingsland,598 New North rd,Kingsland,,NZ,New Zealand,tiffinrestaurant.co.nz
0019000001GsAxv,Maya Online Specials - Howick (Mon - Wed) Only,124 Picton st,Howick,,NZ,New Zealand,mayacuisine.co.nz
0019000001GsAxw,Maya Nepalese & Indian Cuisine - Howick,124 Picton st,Howick,,NZ,New Zealand,mayacuisine.co.nz
0019000001GsAxx,Spice Traders Indian Cuisine (Food Court) Dress Mart - Onehunga,"629B, 151 Arthur Street (Dress Mart Shopping Mall)",Onehunga,,NZ,New Zealand,spicetraders.co.nz
0019000001GsB20,Hollywood Cafe & Restaurant,"11, 15 Karepiro Drive",Whangaparaoa,,NZ,New Zealand,holliwoodwhangaparaoa.co.nz
0019000001GsB21,Habitual Fix @ Highbrook,"60 Highbrook Drive, Ground Floor, LG House",East Tamaki,,NZ,New Zealand,habitualfixhighbrook.co.nz
0019000001GsB22,Habitual Fix Breakfast @ Beaumont Street,120 Beaumont Street,Viaduct,,NZ,New Zealand,habitualfixbeaumont.co.nz
0019000001GsB23,Indomex Mexican & Indian Restaurant & Takeaways (Lunch Only),16 Dunrobin pl,Highland Park,,NZ,New Zealand,indo-mex.co.nz
0019000001GsB24,Sila Turkish Restaurant & Takeaway,17 Saint Andrew Street,Dunedin CBD,,NZ,New Zealand,silarestaurant.co.nz
0019000001GsB25,Taste of Tandoor,110 Moray Place,Dunedin CBD,,NZ,New Zealand,tasteoftandoor.co.nz
