Account ID,Account Name,Restaurant Street,Restaurant City/Suburb,Restaurant Postcode,Restaurant State,Country,Own Website
0019000001GsAwm,Shamiana Cuisines of India (Food Court) The Palms Shopping Centre _ Shirley - Christchurch,"18, Food Court Ground Floor The Palms Shopping Centre - Corner Marshland & New Brighton Roads",Shirley,,NZ,New Zealand,shamiana-indian.co.nz
0019000001GsAwn,Shamiana Cuisines of India (Food Court) Pakuranga Plaza _ Pakuranga,Cnr Ti Rakau Drive  and Pakuranga  Road (Level 1 - Foodcourt - Pakuranga Plaza),Pakuranga,,NZ,New Zealand,shamiana-indian.co.nz
0019000001GsAwo,Shamiana Cuisines of India (Food Court) Westfield Glenfield Shopping Centre _ Glenfield,"Store 08, Cnr Glenfield Road & Downing St (Level 3 - Glenfield Westfield Shopping Centre)",Glenfield,,NZ,New Zealand,shamiana-indian.co.nz
0019000001GsAzH,NZ Pizza - Te Puke,160 Jellicoe Street Old Railway Buiding,Te Puke - Western Bay of Plenty,,NZ,New Zealand,nzpizzeria.co.nz
0019000001GsAzI,St Pierres Sushi / Bento Bowl - K-Road - Auckland CBD,167 Karangahape Road,Auckland CBD,,NZ,New Zealand,stpierres.co.nz
0019000001GsAzJ,NZ Pizza - Mangere East,376 Massey Road,Mangere East,,NZ,New Zealand,nzpizzeria.co.nz
0019000001GsAzK,Oporto Fresh Grilled Chicken & Burgers - Pakuranga,Food Court Cnr Tirakau Drive and Pakuranga Road,Pakuranga,,NZ,New Zealand,oporto.co.nz
0019000001GsAzL,NZ Pizza - Morrinsville,66 Studholme Street,Morronsville - Waikato,,NZ,New Zealand,nzpizzeria.co.nz
0019000001GsAzM,NZ Pizza - Otorohanga,13 Maniapoto Street,Otorohunga - Waikato,,NZ,New Zealand,nzpizzeria.co.nz
0019000001GsAzN,Mithai Indian Vegetarian Restaurant & Fine Art Confectionery,685 Sandringham Road,Sandringham,1041,NZ,New Zealand,mithaivegetarian.co.nz
0019000001GsAzO,Central Lounge Bar & Restaurant - Hamilton CBD,391 Victoria Street,Hamilton Central - HML,,NZ,New Zealand,centrallounge.co.nz
0019000001GsAzP,Baan Thai Cuisine - Takeaway & Delivery - Hamilton CBD,829 Victoria Street,Hamilton Central - HML,,NZ,New Zealand,baanthaicuisine.co.nz
0019000001GsAzQ,The Flames - Bar and Grill,12 Hood Street,Hamilton Central - HML,,NZ,New Zealand,theflames.co.nz
0019000001GuGgH,Select Pizza - Papatoetoe,Corner Great South Road & St George Streetæ,Papatoetoe,,NZ,New Zealand,selectpizza.co.nz
0019000001GsB3W,Shamiana Cuisines of India (Food Court) Bayfair Shopping Centre,"Cnr Maunganui & Girven Roads, Maunganui Road",Mount Maunganui - BAY,,NZ,New Zealand,shamiana-indian.co.nz
0019000001GsB3X,Western Bar & Family Restaurant & Thai Cuisine - Hamilton,237 Corner of Victoria Street & Collingwood Street,Hamilton Central - HML,,NZ,New Zealand,westernbarandthairestaurant.co.nz
0019000001GsB3Y,Lovely Indian Food - Newmarket,"Rialto Centre, 153-185 Broadway Street",Newmarket,,NZ,New Zealand,lovelyindianfood.co.nz
0019000001Y2nD0,The Coffee Club High Street,"42A High Street, Auckland CBD, Auckland 1010",Auckland CBD / Auckland,1010,NZL,New Zealand,
0019000001Y2uZT,Richmond Bar & Grill,"137A Richmond Road, Grey Lynn, Auckland, New Zealand",Grey Lynn / Auckland,1021,NZL,New Zealand,loverichmond.co.nz
0019000001XMDPr,Indique Indian Lunch,"18 Birkenhead Ave,Birkenhead,
Auckland 0626",Birkenhead / Auckland,626,NZL,New Zealand,indique.co.nz
0019000001Y2mad,Celie's Milkbar & Waffle House,516 Adelaide Road,Berhampore / Wellington,6023,NZL,New Zealand,
0019000001XMB9h,"Mei Long Zhen ""No 1 Dumpling""","5/50 High Street
Auckland",Auckland CBD / Auckland,1010,NZL,New Zealand,
0019000001XMAiM,Mei Long Zhen Shanghai Takeaway,"7 Lorne Street, Auckland CBD, 
Auckland",Auckland CBD / Auckland,1010,NZL,New Zealand,
0019000001XMH4N,My Kitchen Express,"Shop 3, 8 Mt Smart Road
Royal Oak",Royal Oak / Auckland,1061,NZL,New Zealand,mykitchenexpress.co.nz
0019000001Y35eX,Lunch @ Thai Aroma,"24A / 44 Horsham Downs Road
Rototuna",Rototuna / Hamilton,3210,NZL,New Zealand,thaiaroma.co.nz
0019000001XM5rM,Chang Thai Takeaways & Deliveries,"253 Symonds Street 
Eden Terrace",Eden Terrace / Auckland,1010,NZL,New Zealand,
0019000001XMFew,BeiJing Lu Bar,"155 Karangahape Road
Auckland CBD",Auckland CBD / Auckland,1010,NZL,New Zealand,
0019000001Y4x4L,Raviz Indian Cuisine,"395 Mt Eden Road, Auckland",Mt Eden / Auckland,1024,NZL,New Zealand,raviz.co.nz
0019000001Y52yc,Mad Mex Takeaways - West City,7 Catherine Street (off Edsel St & Great North Road) Henderson AUCKLAND 0612,Henderson / Auckland,612,NZL,New Zealand,madmex.co.nz
0019000001Y4RZS,Noodle Union Takeaways,464 Papanui Road,Papanui / Christchurch,8053,NZL,New Zealand,
0019000001Y4rpB,Lee Hong BBQ,184 Karangahape Road (Lim-chour Food Court),Auckland CBD / Auckland,1010,NZL,New Zealand,
0019000001Y4mpc,Cardamom Indian,"48 Burns Street
Leamington / Cambridge",Cambridge,3430,NZL,New Zealand,
0019000001Y550l,Mad Mex Takeaways - Manukau City,"Westfield manukau City
Cnr Great South and Manukau Station Roads",Manukau City / Auckland,2014,NZL,New Zealand,madmex.co.nz
0019000001Y4FKN,Curry Time Lunch Takeaway & Deliveries,"284A Main North Road,
Redwood",Redwood / Christchurch,8051,NZL,New Zealand,currytime.co.nz
0019000001Y4smr,Handi Tandoori,63 Federal Street,Auckland CBD / Auckland,1010,NZL,New Zealand,
0019000001Y4jEk,Portofino Cucina Italiana,"156 Hurstmere Road
Takapuna",Takapuna / Auckland,622,NZL,New Zealand,portofino.co.nz
0019000001Y51Lo,Plaza Pizzeria,"Kilbirnie Plaza
17/22 Bay Road",Kilbirnie,6022,NZL,New Zealand,
0019000001Y4BXu,Curry Time Indian Takeaway & Delivery,"284A Main North Road, Redwood",Redwood / Christchurch,8051,NZL,New Zealand,currytime.co.nz
0019000001Y4sik,Crust Pizza,"363 Parnell Road, Auckland",Parnell / Auckland,1052,NZL,New Zealand,crustpizza.co.nz
0019000001Y4mhd,GPK,"162 Hurstmere Road
Takapuna",Takapuna / Auckland,622,NZL,New Zealand,gpk.co.nz
0019000001ZR758,Taste Of Asia Takeaway,497 High Street,Lower Hutt,5010,NZL,New Zealand,
0019000001MSCxD,Masala Titirangi Online Specials (Mon-Wed Only),400 Titirangi rd,Titirangi,Titirangi,Auckland,New Zealand,
0019000001MSCxF,"Kadai Junction Restaurant, Takeaways & Deliveries (Lunch Only)","3, 216 Main Road",Tawa,Tawa,Wellington,New Zealand,
0019000001KNjkk,Everest Dine,279 Parnell Road,Parnell,,NZ,New Zealand,everestdine.co.nz
0019000001J7N54,Chargrill Wood Oven Takeaways & Deliveries,"3A, 30 Walters Road",Takanini,,NZ,New Zealand,chargrillwoodovens.co.nz
0019000001MPDO0,Select Pizza Home Delivery - Flat Bush,"8, 130 Dawson Rd",Flat Bush,,Auckland,New Zealand,selectpizza.co.nz
0019000001MPDtm,Select Pizza - Mangere Delivery,6 Sanvill Drive,Mangere,,Auckland,New Zealand,selectpizza.co.nz
0019000001MPDff,Select Pizza - Manurewa,11 Weymouth rd,Manurewa,,NZ,New Zealand,selectpizza.co.nz
0019000001LRDkI,"Thai Chefs Restaurant, Takeaways & Deliveries",68 Parnell Road,Parnell,,NZ,New Zealand,thaichefsnz.co.nz
0019000001YTTPJ,Fatimas - Takapuna,20 Anzac Street,Takapuna / Auckland,6022,NZL,New Zealand,fatimas.co.nz
0019000001XpmXz,Go Believe Chinese,"Food Alley, Shop 3, 9 CBD, Albert Street, Auckland CBD",Auckland CBD / Auckland,1010,NZL,New Zealand,
0019000001Xpmfj,Vietnamese Delight,"21-25 Elliott Street /  Atrium on Elliott, Food",Auckland CBD / Auckland,1010,NZL,New Zealand,
0019000001XpmMm,Char Grill Burgers-Pizza-Kebabs,"111 Victoria Street West, Auckland CBD",Auckland CBD / Auckland,1010,NZL,New Zealand,
0019000001XpmDG,Char Grill Burgers-Pizza-Kebabs,101 Customs Street East,Auckland CBD / Auckland,1010,NZL,New Zealand,
0019000001XpmmG,Hobson Indian Takeaway,51A Hobson Street,Auckland CBD / Auckland,1010,NZL,New Zealand,
0019000001YTNpc,Fatima's - Ponsonby,240 Ponsonby Road,Ponsonby / Auckland,1011,NZL,New Zealand,fatimas.co.nz
0019000001XpwXk,Chow Mein Cube The Terrace,39 The Terrace,Wellington,6011,NZL,New Zealand,
0019000001ZQDEv,The Worlds Smallest Gelato Store,350 Queen Street,Auckland CBD,1010,,New Zealand,
0019000001ZPfya,Maharaja's Indian Restaurant - Lunch,87 - 89 Cuba Street,Petone / Wellington,5012,NZL,New Zealand,maharajas.co.nz
0019000001ZQEJ4,PappaRich Malaysian Delights,"291-297 Queen Street, Sky City Metro, Shop 2.01-2.03","Auckland CBD, Auckland",1010,NZL,New Zealand,papparich.co.nz
0019000001ZPfSP,Maharaja's Indian Restaaurant,87-89 Cuba Street,Petone / Wellington,5012,NZL,New Zealand,maharajas.co.nz
0019000001ZQP8m,Hoon Hay Thai Takeaway & Delivery,9 Coppell Place,Hoon Hay / Christchurch,8025,NZL,New Zealand,
0019000001adQhF,Ferry Indians Lunch Takeaway & Deliveries,2/596 Ferry Road,Woolston,8023,NZL,New Zealand,ferryindians.co.nz
0019000001ae6Mk,Golden Horse Takeaways,370/372 Great South Road,Greenlane,1051,NZL,New Zealand,
0019000001ZQSd3,Black Pepper Takeaways,341A Onehunga Mall,Onehunga,1061,Auckland,New Zealand,
0019000001ZQMWr,Bangkok Restaurant & Bar,1 Wellesley Street West,Auckland CBD,1010,NZL,New Zealand,bangkokrestaurant.co.nz
0019000001ZQWnv,Dabbawala,6/1 GREENWICH WAY,Unsworth Heights,632,NZL,New Zealand,
0019000001ZQCGM,Volcanic Kitchen,34 Tuwharetoa Street,Taupo,3330,NZL,New Zealand,volcanickitchen.co.nz
0019000001ZQS7W,Hoon Hay Thai Lunch Specials,9 Coppell Place,Hoon Hay / Christchurch,8025,NZL,New Zealand,
0019000001ZQfxp,Hong Kee Restaurant,"Unit 19,
27-39 Arthur Street,
Te Aro",Wellington,6011,NZL,New Zealand,
0019000001ZQg8L,Kebab & Curry,504 Broadway,Strathmore / Wellington,6022,NZL,New Zealand,
0019000001ZRL0Z,Peacock Indian Takeaway,401B College Street,Hokowhitu,4412,NZL,New Zealand,
0019000001MQugu,Oporto Catering - Mission Bay,33 - 35 Tamaki Drive,Mission Bay,1071,Auckland,New Zealand,oporto.co.nz
0019000001MQuWQ,"Oporto ""Catering for All Occasions"" - Palmerston North","FCO2, 84 Church Street, The Square, The Plaza",Palmerston North,,Manawatu,New Zealand,oporto.co.nz
0019000001MQv51,Oporto Catering  - New Lynn,3058 Great North Road - LynnMall Shopping Centre,New Lynn,600,NZL,New Zealand,oporto.co.nz
0019000001MQuoy,Oporto Catering - Pakuranga,Food Court Cnr Ti Rakau Drive and Pakuranga Road,Pakuranga,2010,Auckland,New Zealand,oporto.co.nz
0019000001MQkbg,Masala Browns Bay Online Specials (Mon-Wed Only),111 Clyde rd,Browns Bay,,NZ,New Zealand,
0019000001MQkbh,B Lounge Indian Restaurant,340 Jackson Street,Lower Hutt,,NZ,New Zealand,
0019000001MQkbi,Indian Curry Corner,451 Devon St East,New Plymouth,,NZ,New Zealand,
0019000001MQkbk,Udom Thai Lunch Time Delivery - Sunnynook,"2, 146 Sunnynook Road",Sunnynook,,NZ,New Zealand,
0019000001MQkbl,Urban Sizzlers Fusion Indian Cuisine - Papatoetoe,370 Great South Road,Papatoetoe,,NZ,New Zealand,
0019000001MQkbm,Chawlas 2 Indian Restaurant,"5, 613-615 Great South rd",Manukau,,NZ,New Zealand,
0019000001MQkbn,Riya's Indian Takeaway & Deliveries,Cnr 381 Te-ngae rd,Rotorua CBD,,NZ,New Zealand,
0019000001MQkbo,Subi's Ice Creams & Frozen Desserts - Manukau,"Shop 15, Leyton Way, Manukau Westfield Mall",Manukau,,NZ,New Zealand,
0019000001MQkbp,Indian Essence Takeaways & Deliveries,803 Victoria Street,Hamilton,3204,NZ,New Zealand,
0019000001MQkbq,Mad Mex Fort Street Takeaways & Deliveries,16 Fort Street,Auckland CBD,,NZ,New Zealand,madmex.co.nz
0019000001MQkbs,155 Chinese Restaurant,155 Karangahape Road,Auckland CBD,,NZ,New Zealand,
0019000001MQkbt,Homeworld BBQ Restaurant,34 Wellesley Street,Auckland CBD,,NZ,New Zealand,
0019000001MQkbu,"Samrat Authentic Indian Restaurant, Takeaways & Deliveries",7 Ngaio rd,Waikanae - Kapiti Coast,,NZ,New Zealand,
0019000001MQkbv,"Masala Indian Restaurant, Takeaways & Deliveries - Browns Bay",111 Clyde rd,Browns Bay,,Auckland,New Zealand,
0019000001MQkbw,"Als Deli ""Handmade Bagels"" Burgers & Sandwiches Takeaway & Delivery","1, 492 Queen Street",Auckland CBD,,NZ,New Zealand,
0019000001MQkbx,Olives Pizza & PitasTakeaways & Deliveries - Auckland CBD,66 Hobson Street,Auckland CBD,,NZ,New Zealand,
0019000001MQkby,SSYC Chinese Restaurant,18 Beach Road,Auckland CBD,,NZ,New Zealand,ssycrestaurant.co.nz
0019000001MQkbz,WOK 'n Noodle Bar - Asian Fusion Home Deliveries,51-53 Shortland Street,Auckland CBD,,NZ,New Zealand,
0019000001MQkc0,Ashoka Indian Restaurant & Takeaway,461 Hillsborough rd,Hillsborough - AUCK,,NZ,New Zealand,
0019000001MQkc1,Chang Siam Thai Restaurant,248 Waipapa Road,Kerikeri,,NZ,New Zealand,
0019000001MQkc2,"Pizza Cube, ""Best in the West"" Takeaways & Deliveries","4, 2 Glendale Road",Glen Eden,602,NZ,New Zealand,
0019000001MQkc3,NZ Indian Flame,166 Great South rd,Manurewa,,NZ,New Zealand,
0019000001MQkc4,Town & Grill Bar & Kitchen,"11, 726 Great South rd",Manukau,,NZ,New Zealand,
0019000001MQkc5,Yummy Kitchen Malaysian & Chinese Cuisine,Shop 6 / 726 Great South Road,Manukau,2104,NZ,New Zealand,
0019000001MQkc6,Olives Pizza & Pockets Takeaways & Deliveries- East Tamaki,"E, 2 Kerwyn Avenue",East Tamaki,,NZ,New Zealand,
0019000001MQkc7,Kohinoor Restaurant Takeaway and Deliveries,"1, 264 Swanson Road",Henderson,,NZ,New Zealand,
0019000001MQkc8,Oporto Catering - Sylvia Park,"FCO3, 286 Mt Wellington Highway (Sylvia Park Shopping Centre)",Mt Wellington,1060,NZ,New Zealand,oporto.co.nz
0019000001MQkc9,Madina Cafe & Pizzeria,"3, 321 Karangahape Road (K-Road)",Auckland CBD,,NZ,New Zealand,
0019000001MQkcA,"Masala ""Catering for All Occasions"" - Browns Bay",111 Clyde Road,Browns Bay,,NZ,New Zealand,
0019000001MQkcB,Taste of Fiji - Clover Park,"8, 130 Dawson Road",Clover Park,,NZ,New Zealand,
0019000001MQkcD,Olives Pizza & Pitas Takeaways & Deliveries- Sunnynook,"13, 120-126 Inside Civic Video,(Sunnynook Shopping Centre)",Sunnynook,,NZ,New Zealand,
0019000001acYUe,Kebab King - St Lukes,80 St Lukes Rd (Westfield St Lukes),Mount Albert,1346,NZL,New Zealand,kebabking.kiwi
0019000001acYWz,Parnell Kebabs,126 Parnell Road,Parnell,1024,NZL,New Zealand,kebabking.kiwi
0019000001aeEfN,My Kitchen Taiwanese Restaurant & Takeaways,14 Corinthian Drive,Albany,632,NZL,New Zealand,
0019000001acYWV,Cafe Brioche - Takapuna,2 Fred Thomas Dr,Tapakuna,622,NZL,New Zealand,cafebrioche.co.nz
0019000001acZ5z,Non Solo Pizzeria,259 Parnell Road,Parnell,1052,NZL,New Zealand,nonsolopizza.co.nz
0019000001acR3P,Lunch @ The Chef Indian Restaurant,Cnr Alpers Ave &  Manukau Road,Newmarket,1023,,New Zealand,
0019000001acYWB,Cafe Brioche - Newmarket,73 Remuera Rd,Newmarket,1050,NZL,New Zealand,cafebrioche.co.nz
0019000001ZRuew,Joe's Food World,88 Johnsonville Road,Johnsonville / Wellington,6011,NZL,New Zealand,
0019000001acYV3,Kebab King - AUT - WC Building,"AUT University
Ground floor, WC building
55 Wellesley Street East",Auckland CBD,1010,,New Zealand,kebabking.kiwi
0019000001aeGmP,Chilli India Restaurant,27 Whatawhata Road,Dinsdale / Hamilton (City),3204,NZL,New Zealand,
0019000001acYpc,GPK,"198 state highway 17, Albany",Albany,632,,New Zealand,gpk.co.nz
0019000001acYVh,Cafe Brioche - Fonterra,9 Princes St,Auckland CBD,1010,NZL,New Zealand,cafebrioche.co.nz
0019000001acYUt,Kebab King - AUT - AS Building,"AUT University
Ground floor, AS building
55 Wellesley Street East",Auckland CBD,1010,NZL,New Zealand,kebabking.kiwi
0019000001ad4kv,India Bar & Restaurant,120 Main Highway,Ellerslie,1051,NZL,New Zealand,
0019000001acQXD,The Chang Gaow,123 Onehunga Mall,Onehunga,1061,,New Zealand,
0019000001ZSTe4,Mint Indian Bistro,400 Titirangi Road,Titirangi,604,NZL,New Zealand,
0019000001acDUw,Mr Pizza - Taumarunui,i Hakiaha Street,Taumarunui,3920,NZL,New Zealand,
0019000001acyuf,Ferry Indians Takeaways & Delivery,2/596 Ferry Road,Christchurch,8023,NZL,New Zealand,ferryindians.co.nz
0019000001acYV8,Cafe Brioche - Lumley,88 Shortland St,Auckland CBD,1010,NZL,New Zealand,cafebrioche.co.nz
0019000001acCE0,Mumbai Central Indian Grill & Bistro,6/175 Millwater Parkway,Silverdale,992,NZL,New Zealand,mumbaicentral.co.nz
0019000001ZRq5V,Thai Tara Restaurant,111 Vivian Street,Te Aro / Wellington,6011,NZL,New Zealand,
0019000001ZRuKW,Johnsonville Mall Fish Supply,32 Johnsonville Road,Wellington,6037,NZL,New Zealand,
0019000001achUc,Lunch @ Kairali,754 Manukau rd,Royal Oak,1023,,New Zealand,kairali.co.nz
0019000001acYWp,Cafe Brioche - Westfield Albany,219 Don Mckinnon Drive,Albany,632,NZL,New Zealand,cafebrioche.co.nz
0019000001adUe4,Novelty Sweets,10J/2 Bishop Dunn Place,Flat Bush,2013,NZL,New Zealand,noveltysweets.co.nz
0019000001acIAG,Taiwan Snacks,"Sugartree Apartments, Shop 13/27 Union Street",Auckland CBD,1010,NZL,New Zealand,
0019000001acR0B,The Chef Indian Restaurant & Bar,1 Manukau Road,Epsom,1023,,New Zealand,
0019000001acGnV,Pepitos¨ Sugartree,27 Union Street in Sugartree,Auckland CBD,1010,NZL,New Zealand,pepitos.bar
0019000001acYW1,Cafe Brioche - Les Mills Gym,186 Victoria St West,Auckland CBD,1010,NZL,New Zealand,cafebrioche.co.nz
0019000001acQPe,Chinese Xibe Cuisine,"Unit 3, 198-200 State	Highway 17",Albany,632,,New Zealand,
0019000001acFTG,Taro Teppanyaki Japanese Restaurant,"Level 2 Shop 1,Food Alley,  9 Albert Street",Auckland CBD,1010,NZL,New Zealand,
0019000001PDimq,Pizzeria Rosso Pomodoro,356 Great North Road,Grey Lynn,1021,ACT,New Zealand,pizzeriarossopomodoro.co.nz
0019000001PERkc,Mad Mex Ponsonby Takeaways & Deliveries,108 Ponsonby Road,Ponsonby,,Auckland,New Zealand,madmex.co.nz
0019000001Q6iIY,Non Solo Pizza,"259 Parnell Road, Parnell",Auckland CBD (New Zealand),1052,ACT,New Zealand,nonsolopizza.co.nz
0019000001PEClX,Sunflower Thai Vegetarian Restaurant,Shop 6/50 High Street,Auckland CBD / Auckland,1010,NZ,New Zealand,sunflowerthaivegetarian.co.nz
0019000001Q6zBr,LJ's Fish & Chips & Burgers,"Shop 3, 8 Quay Street, Auckland CBD, Auckland",Auckland / New Zealand,1010,NZL,New Zealand,
0019000001Q6jy1,The India Boulevard,"111 Thomas Road
Rototuna
Hanilton",Waikato / New Zealand,3210,NZ,New Zealand,theindiaboulevard.co.nz
0019000001Qp054,Shaolin Kungfu Noodle - Mt Eden,"636 Dominion Road
Mt Eden",Auckland / New Zealand,1041,NZL,New Zealand,
0019000001Q70PR,Curry Palace Takeaways & Deliveries,"370 Great South Road, Papatoetoe, Auckland","Papatoetoe, Auckland",2025,NZL,New Zealand,currypalace.co.nz
0019000001PECLx,Bruce Lee Sushi & Roll,Shop 4/18-26 Wellesly St (Opp to Auckland City Library),Auckland,1010,NZ,New Zealand,bruceleesushi.co.nz
0019000001Qoog0,LJ's Fish & Chips & Burgers - Takeaways,"Food Court
Pakuranga Plaza, 129 Pakuranga Road, Pakuranga, Auckland",Pakuranga / Auckland,2010,NZL,New Zealand,
0019000001QoqT0,Shaolin Kungfu Noodle - Somerville,"Sommerville Shopping Court, Shop 10, 16 Gooch Place, Sommerville, Auckland",Auckland / New Zealand,2014,NZL,New Zealand,
0019000001Qomns,Betsia Kebabs & Chargrilled Burgers - Eden Terrace,"199 Symonds street
Eden Terrace, Auckland,
New Zealand",Auckland / New Zealand,1010,NZL,New Zealand,betsia.co.nz
0019000001Qonrq,Southern Spice Indian Hyderabadi Cuisine,"Shop 7 / 53 Cavendish Drive
Manukau",Auckland / New Zealand,2014,NZL,New Zealand,
0019000001Qoqbn,Shaolin Kungfu Noodle - Auckland,"486 Queen Street
Auckland CBD",Auckland / New Zealand,1010,NZL,New Zealand,
0019000001QolRg,Mehfil Indian Delight Takeaway,"C, 17 Ranfurly rd
Papatoetoe, Auckland,
New Zealand",Auckland / New Zealand,2104,Auckland,New Zealand,mehfilindiandelight.co.nz
0019000001Qp1Sq,Turkish Cafe - Ponsonby Road,"294 Ponsonby Road
Ponsonby",Auckland / New Zealand,1011,NZL,New Zealand,turkishcafe.co.nz
0019000001QopnY,Shaolin Kungfu Noodle - Albany,"Shop7
357 Albany Highway",Albany,632,NZL,New Zealand,
0019000001QomVZ,Betsia Kebabs & Chargrilled Burgers,"9 City Road
Auckland CBD
New Zealand",Auckland,1010,NZL,New Zealand,betsia.co.nz
0019000001Qp0WP,Slim Panda Asian Fusion,"Shop 1
10-14 Pitt Street
 (Pitt Street Food Court) Auckland CBD",Auckland / New Zealand,1010,NZL,New Zealand,slimpanda.co.nz
0019000001Q6ktw,Gina's Italian Kitchen Pizza Delivery,"161 Symonds Street
Eden Terrace
Auckland CBD",Auckland CBD (New Zealand),1010,Auckland CBD,New Zealand,ginas.co.nz
0019000001PDu4u,Krung Thep Thai Street Food,305 Karangahape Road,Auckland,1071,ACT,New Zealand,khungthepthaistreetfood.co.nz
0019000001Q5qRm,Uncle Mans Asian Fusion Restaurant,277 Karangahape Road,Auckland,1010,ACT,New Zealand,
0019000001Q6s7M,Thai Mint,"12 Dunrobin Place
Highland Park
Auckland",Auckland / New Zealand,2010,NZ,New Zealand,thaimint.co.nz
0019000001XKMPJ,Nick's Fish & Chips,113 Kings Crescent,Lower Hutt,5010,NZL,New Zealand,
0019000001XKQlb,Boy & Bird,"222 Ponsonby Road
Ponsonby
Auckland 1011",Ponsonby / Auckland,1011,NZL,New Zealand,www
0019000001ZRgBq,Mayur Indian Takeaways,105c Riccarton Road,Riccarton,8041,NZL,New Zealand,mayurindian.co.nz
0019000001WEnGy,Habitual Fix Breakfast @ Highbrook,"60 Highbrook Drive, Ground Floor, LG House
Highbrook",Highbrook / Auckland,2161,NZL,New Zealand,
0019000001WEXvr,Mehfil Catering,"97A Tamaki Drive
Mission Bay",Mission Bay / Auckland,1071,NZL,New Zealand,
0019000001WEY3l,Mehfil Indian Restaurant & Bar,"97 Tamaki Drive (First Floor)
Mission Bay",Mission Bay / Auckland,1071,NZL,New Zealand,
0019000001QqkRQ,"Royal India, Sweets Snacks & Cuisine",531 Sandringham Road,Sandringham,1025,NZL,New Zealand,
0019000001QqK0z,Chilli Bar & Cafe - Lynfield,"Lynfield Shopping Centre, Shop 8A, 570 Hillsborough Road, Lynfield, Auckland",Lynfield / Auckland,1041,NZL,New Zealand,chillibarcafe.co.nz
0019000001Qp8u6,Saigonz Vietnamese Cuisine,"40 Beach Road
Auckland CBD, Auckland",Auckland CBD (New Zealand),1010,NZL,New Zealand,saigonz.co.nz
0019000001QqLge,Heavenly Pizza Express,Shop 13 / 350 Queen St,Auckland CBD,1010,NZL,New Zealand,
0019000001QrRPm,Gr8 Tandoori Indian Restaurant,"97 B Queens Drive
Lower Hutt City, New Zealand",Lower Hutt Central / Wellington,5010,NZL,New Zealand,gr8tandoori.nz
0019000001Qrlhg,Mughlai Mer Curries - Te Aro,"Shop 2/248 Willis St, Te Aro",Wellington,6011,NZL,New Zealand,mughlai.co.nz
0019000001QrkyC,Winnie's Thai Cuisine,"Rialto Centre, 153-185 Broadway, Newmarket, Auckland",Newmarket / Auckland,1023,NZL,New Zealand,
0019000001QrhNY,Masala - Botany Online Specials (Mon - Wed Only),,,,,New Zealand,masalarestaurants.co.nz
0019000001QrhNZ,Pepper Board Lunch Time Deliveries - Papakura,,,,,New Zealand,pepperboardrestaurant.co.nz
0019000001QrhNo,SAB Indian Sweets & Snacks,185 Great South Road,Manurewa,2102,Auckland,New Zealand,sabsweets.co.nz
0019000001QrhNq,"Oporto ""Catering for All Occasions"" - Henderson",,,,,New Zealand,oporto.co.nz
0019000001QrhNr,"Oporto ""Catering for All Occasions"" - Hamilton",,,,,New Zealand,oporto.co.nz
0019000001QrhNu,Curry Ana Hury Indian & Thai Restaurant & Takeaways,,,,,New Zealand,
0019000001Qpqe3,Select Pizza Home Delivery - Glen Innes,227 Apirana Avenue,Glen Innes,,Auckland,New Zealand,selectpizza.co.nz
0019000001QrhNy,"Masala ""Catering for All Occasions"" - Titirangi",,,,,New Zealand,masalacatering.co.nz
0019000001QrhNz,"Masala ""Catering for All Occasions"" - Kumeu",,,,,New Zealand,masalacatering.co.nz
0019000001QrhO0,"Masala ""Catering for All Occasions"" - Mt Eden",,,,,New Zealand,masalacatering.co.nz
0019000001QrhO6,Gokul Vegetarian,,,,,New Zealand,gokulvegetarian.co.nz
0019000001QrhO8,The Coffee Club _ Metro Centre,,,,,New Zealand,coffeeclubmetrocentre.co.nz
0019000001QrhO9,Starry Kitchen Thai & Malaysian Restaurant,,,,,New Zealand,starrykitchen.co.nz
0019000001QrhOA,Uncle Mans Asian Fusion Restaurant,,,,,New Zealand,unclemans.co.nz
0019000001Qpx6t,The Chutney Indian Cuisine,"Shop 11 / 120 Silverdale Road / Cnr. of Nevada Road &  Silverdale Road / Silverdale
Hamilton",Silverdale / Hamilton,3216,NZL,New Zealand,
0019000001QrhNL,Oh Calcutta,,,,,New Zealand,ohcalcutta.co.nz
0019000001Qpzew,Chilli Planet Thai Restaurant,"430,George Street, 
Dunedin Central",Dunedin / Otago,9016,NZL,New Zealand,chilliplanetthai.co.nz
0019000001S5sWf,Habitual Fix @ Sugartree,"Unit 5 Sugartree Apartments
27 Union Street",Auckland CBD,1010,NZL,New Zealand,
0019000001S5Siw,Pronto Burgers & Cafe,"Shop 7/1 Marine Parade (Tower 2), Mt Maunganui, Bay of Plenty",Tauranga,3110,NZL,New Zealand,
0019000001S5sly,Habitual Fix Breakfast @ Sugartree,"Unit 5 Sugartree Apartments
27 Union Street
Auckland CBD",Auckland / New Zealand,0,NZL,New Zealand,
0019000001QqMrh,"Raviz Indian Restaurant, Takeaways & Deliveries",476 Pollen Street,Thames / Waikato,2018,NZL,New Zealand,raviz.co.nz
0019000001S5tmw,Habitual Fix @ Pakuranga Plaza,"Pakuranga Plaza
Pakuranga Road
Pakuranga",Auckland / New Zealand,2010,NZL,New Zealand,
0019000001QpqWx,Select Pizza Pick Up Only - Glen Innes,227 Apirana Avenue,Glen Innes,,Auckland,New Zealand,selectpizza.co.nz
